"tree_id","Plate_Number","Well_Coordinates","Sample_Name_Plate","Species","person_key_GBS","Nodes_GBS","Plot_GBS","ID_sample_correct","Treatment","locality_key","plot","life_condition","X_coordinates_latitude","X_coordinates_longitude","X_coordinates_altitude","person_key","tree_number","photo_tree","tree_diameter_category","tree_heigth","tree_nodes","tree_health","ozone_damage_percentage","other_damages_percentage","other_damages_percentage.less_10","other_damages_percentage.10.40","other_damages_percentage.50","other_damages_percentage.50.70","other_damages_percentage.70.100","photo_health","bud","photo_bud","branch_nodes","nodes_with_leaves","photo_branch","cones","cone_sex","photo_cones","tree_exposition","surronding_vegetation.fir","surronding_vegetation.pine","surronding_vegetation.oak","surronding_vegetation.bush","surronding_vegetation.grass","surronding_vegetation.other","reforested","reforestation_code","tree_health_simplified","reforestation_year"
"L16","P4","H10","L16_N11P05","Abies religiosa","L","11","5","L16_N11P05","forest","CX",5,"alive","19.2927816","-99.2992785",3484,"L",16,"1577892036271.jpg","10_cm",5,11,"healthy",NA,NA,NA,NA,NA,NA,NA,"1577892098087.jpg","closed","1577892135415.jpg",6,4,"1577892195421.jpg","no",NA,NA,"cover",1,0,1,0,0,0,"no",NA,"healthy",NA
"L76","P2","C9","L76_N5P30","Abies religiosa","L","5","30","L76_N05P30","forest","CX",30,"alive",NA,NA,NA,"L",76,"1608393928509.jpg","1_cm",1,5,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608393984366.jpg","open","1608394049596.jpg",4,3,"1608394081896.jpg","no",NA,NA,"cover",1,0,0,1,0,0,"no",NA,"healthy",NA
"L88","P2","G8","L88_N9P33","Abies religiosa","L","9","33","L88_N09P33","forest","CX",33,"alive","19.2988959","-99.2994471",3409,"L",88,"1608402775715.jpg","10_cm",7,9,"ozone","10 to 40%",NA,NA,NA,NA,NA,NA,"1608402843320.jpg","closed","1608402886894.jpg",7,7,"1608402920278.jpg","no",NA,NA,"cover",1,0,0,1,0,0,"no",NA,"ozone",NA
"M12","P4","D9","M12_NNAP14","Abies religiosa","M",NA,"14","M12_NNAP14","forest","CX",14,"alive","19.2920608","-99.306145",3376.922636,"M",12,"1608161191171.jpg","10_cm",16,NA,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608161241189.jpg","closed","1608161275708.jpg",20,4,"1608161319719.jpg","no",NA,NA,"cover",1,0,0,1,1,1,"no",NA,"healthy",NA
"M13","P3","H3","M13_NNAP20","Abies religiosa","M",NA,"20","M13_NNAP20","forest","CX",20,"alive","19.2867852","-99.3045852",3437.662109,"M",13,"1608230859041.jpg","10_cm",15,NA,"ozone","10 to 40%",NA,NA,NA,NA,NA,NA,"1608230935394.jpg","closed","1608230982630.jpg",7,4,"1608231029202.jpg","no",NA,NA,"exposed",1,0,0,0,0,0,"no",NA,"ozone",NA
"M18","P2","F1","M18_N13P29","Abies religiosa","M","13","29","M18_N13P29","forest","CX",29,"alive","19.3022877","-99.298493",3380.932272,"M",18,"1608403051563.jpg","0.5_cm",0.6,13,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608403108438.jpg","closed","1608403121695.jpg",6,3,"1608403147123.jpg","no",NA,NA,"cover",1,0,0,0,0,0,"no",NA,"healthy",NA
"M19","P2","B12","M19_N13P32","Abies religiosa","M","13","32","M19_N13P32","forest","CX",32,"alive","19.2979264","-99.3002854",3411.056872,"M",19,"1608409666125.jpg","2_cm",1.6,13,"ozone","less than 10%",NA,NA,NA,NA,NA,NA,"1608409700449.jpg","closed","1608409712210.jpg",3,3,"1608409726804.jpg","no",NA,NA,"cover",1,0,0,0,1,0,"no",NA,"ozone",NA
"M2","P1","D9","M2_N5P9","Abies religiosa","M","5","9","M2_N05P09","forest","CX",9,"alive","19.2909419","-99.3023421",3510.757439,"M",2,"1608138546226.jpg","1_cm",0.5,5,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608138615736.jpg","closed","1608138660037.jpg",4,3,"1608138710817.jpg","no",NA,NA,"cover",1,1,0,0,1,0,"no",NA,"healthy",NA
"M26","P3","G12","M26_NNAP34","Abies religiosa","M",NA,"34","M26_NNAP34","forest","PN",34,"alive","19.2953593","-99.3193402",3076.410592,"M",26,"1608483991257.jpg","40_cm",40,NA,"ozone","40 to 50%",NA,NA,NA,NA,NA,NA,"1608484183021.jpg","closed","1608484274015.jpg",20,7,"1608484374188.jpg","yes","male","1608484495281.jpg","exposed",1,0,0,0,0,0,"no",NA,"ozone",NA
"M29","P1","D8","M29_N15P34","Abies religiosa","M","15","34","M29_N15P34","forest","PN",34,"alive","19.2950415","-99.3196234",2983.846794,"M",29,"1608485634162.jpg","10_cm",12,15,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608485889414.jpg","closed","1608485907415.jpg",7,3,"1608485941632.jpg","no",NA,NA,"cover",1,0,0,0,0,0,"no",NA,"healthy",NA
"M2r","P2","H5","M2r_N5P9","Abies religiosa","M","5","9","M2r_N05P09","forest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M30","P2","H8","M30_N12P34","Abies religiosa","M","12","34","M30_N12P34","forest","PN",34,"alive","19.2951412","-99.3194951",3115.145522,"M",30,"1608486441955.jpg","6_cm",12,12,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608486589215.jpg","closed","1608486603964.jpg",9,4,"1608486643909.jpg","no",NA,NA,"cover",1,0,0,1,0,0,"no",NA,"healthy",NA
"M33","P2","G3","M33_N16P39","Abies religiosa","M","16","39","M33_N16P39","forest","PN",39,"alive","19.2834954","-99.316856",3415.718859,"M",33,"1608496114455.jpg","10_cm",12,16,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608496265732.jpg","closed","1608496282319.jpg",10,6,"1608496311389.jpg","no",NA,NA,"cover",1,0,0,0,0,0,"no",NA,"healthy",NA
"M35","P3","F3","M35_N10P39","Abies religiosa","M","10","39","M35_N10P39","forest","PN",39,"alive","19.2836774","-99.3166136",3196.301712,"M",35,"1608496733285.jpg","2_cm",3.5,10,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608496812205.jpg","closed","1608496829162.jpg",4,3,"1608496852290.jpg","no",NA,NA,"cover",1,1,0,0,0,0,"no",NA,"healthy",NA
"M39","P2","C7","M39_N13P42","Abies religiosa","M","13","42","M39_N13P42","forest","PN",42,"alive","19.2747656","-99.3078924",3379.562974,"M",39,"1608572466864.jpg","2_cm",1.1,13,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608572532170.jpg","closed","1608572559089.jpg",8,5,"1608572593383.jpg","no",NA,NA,"cover",1,0,0,1,1,0,"no",NA,"healthy",NA
"M6","P1","E6","M6_NNAP9","Abies religiosa","M",NA,"9","M6_NNAP09","forest","CX",9,"alive","19.2909874","-99.3020735",3540.010591,"M",6,"1608141537416.jpg","40_cm",40,NA,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608141648808.jpg","closed","1608141666302.jpg",15,4,"1608141757968.jpg","yes","female","1608141797856.jpg","exposed",1,1,0,0,0,0,"no",NA,"healthy",NA
"PP1","P2","C1","PP1_NNAP1","Abies religiosa","mother",NA,"1","PP01_NNAP01","potential_mother","PP",1,"alive","19.2916756","-99.2988853",3467,"PP",1,"1610731579688.jpg","40_cm",22,NA,"healthy",NA,NA,NA,NA,NA,NA,NA,"1610731624007.jpg","closed","1610731663775.jpg",7,3,"1610731774880.jpg","yes","female","1610731819605.jpg","exposed",1,1,0,1,1,1,"no",NA,"healthy",NA
"PP2","P1","E7","PP2_NNAP1","Abies religiosa","mother",NA,"1","PP02_NNAP01","potential_mother","PP",1,"alive","19.2918211","-99.2990105",3453,"PP",2,"1610732062398.jpg","40_cm",18,NA,"healthy",NA,NA,NA,NA,NA,NA,NA,"1610732126600.jpg","closed","1610732152789.jpg",8,4,"1610732182851.jpg","yes","female","1610732234243.jpg","exposed",1,1,0,1,1,1,"no",NA,"healthy",NA
"PP3","P4","D7","PP3_NNAP01","Abies religiosa","mother",NA,"1","PP03_NNAP01","potential_mother","PP",1,"alive","19.2917627","-99.2988969",3487,"PP",3,"1610732401461.jpg","40_cm",15,NA,"ozone other","less than 10%",NA,NA,NA,NA,NA,NA,"1610732445323.jpg","closed","1610732516227.jpg",9,4,"1610732550646.jpg","no",NA,NA,"exposed",1,1,0,1,1,1,"no",NA,"ozone_and_other",NA
"PP4","P2","A5","PP4_NNAP1","Abies religiosa","mother",NA,"1","PP04_NNAP01","potential_mother","PP",1,"alive","19.2915411","-99.2988987",3494,"PP",4,"1610732796005.jpg","40_cm",21,NA,"healthy",NA,NA,NA,NA,NA,NA,NA,"1610733003090.jpg","closed","1610733017529.jpg",7,4,"1610733055144.jpg","no",NA,NA,"exposed",1,1,0,1,1,1,"no",NA,"healthy",NA
"PP4r","P2","F4","PP4r_NNAP1","Abies religiosa","mother",NA,"1","PP04r_NNAP01","potential_mother",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PP5","P2","A10","PP5_NNAP1","Abies religiosa","mother",NA,"1","PP05_NNAP01","potential_mother","PP",1,"alive","19.2914756","-99.2991918",3497,"PP",5,"1610733196809.jpg","40_cm",20,NA,"healthy",NA,NA,NA,NA,NA,NA,NA,"1610733262483.jpg","closed","1610733282151.jpg",8,4,"1610733318397.jpg","yes","female","1610733380182.jpg","exposed",1,1,0,1,1,1,"no",NA,"healthy",NA
"T14","P2","F8","T14_NNAPNA","Abies religiosa","gametophyte",NA,NA,"T14_NNAPNA","gametophyte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T15","P2","G4","T15_NNAPNA","Abies religiosa","gametophyte",NA,NA,"T15_NNAPNA","gametophyte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VD01","P3","E10","VD01_1516","Abies religiosa","transcriptomic",NA,NA,"VD01_transcriptomic","symptomatic_transcriptomic",NA,NA,NA,"19.285","-99.301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VD02","P3","B10","VD02_1516","Abies religiosa","transcriptomic",NA,NA,"VD02_transcriptomic","symptomatic_transcriptomic",NA,NA,NA,"19.285","-99.301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VD02r","P1","D7","VD2_NNAPNA","Abies religiosa","transcriptomic",NA,NA,"VD2r_transcriptomic","symptomatic_transcriptomic",NA,NA,NA,"19.285","-99.301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VD03","P4","A5","VD03_1516","Abies religiosa","transcriptomic",NA,NA,"VD03_transcriptomic","symptomatic_transcriptomic",NA,NA,NA,"19.285","-99.301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VD03r","P2","B11","VD3_NNAPNA","Abies religiosa","transcriptomic",NA,NA,"VD3r_transcriptomic","symptomatic_transcriptomic",NA,NA,NA,"19.285","-99.301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VD04","P3","G1","VD04_1516","Abies religiosa","transcriptomic",NA,NA,"VD04_transcriptomic","symptomatic_transcriptomic",NA,NA,NA,"19.285","-99.301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VD04r","P1","D3","VD4_NNAPNA","Abies religiosa","transcriptomic",NA,NA,"VD4r_transcriptomic","symptomatic_transcriptomic",NA,NA,NA,"19.285","-99.301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VD05","P4","C6","VD05_1516","Abies religiosa","transcriptomic",NA,NA,"VD05_transcriptomic","symptomatic_transcriptomic",NA,NA,NA,"19.285","-99.301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VS01","P3","F8","VS01_1516","Abies religiosa","transcriptomic",NA,NA,"VS01_transcriptomic","assyntomatic_transcriptomic",NA,NA,NA,"19.285","-99.301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VS02","P4","C1","VS02_1516","Abies religiosa","transcriptomic",NA,NA,"VS02_transcriptomic","assyntomatic_transcriptomic",NA,NA,NA,"19.285","-99.301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VS03","P3","B4","VS03_1516","Abies religiosa","transcriptomic",NA,NA,"VS03_transcriptomic","assyntomatic_transcriptomic",NA,NA,NA,"19.285","-99.301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VS04","P3","D2","VS04_1516","Abies religiosa","transcriptomic",NA,NA,"VS04_transcriptomic","assyntomatic_transcriptomic",NA,NA,NA,"19.285","-99.301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VS04r","P1","F2","VS4_NNAPNA","Abies religiosa","transcriptomic",NA,NA,"VS4r_transcriptomic","assyntomatic_transcriptomic",NA,NA,NA,"19.285","-99.301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VS05","P3","G8","VS05_1516","Abies religiosa","transcriptomic",NA,NA,"VS05_transcriptomic","assyntomatic_transcriptomic",NA,NA,NA,"19.285","-99.301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
